"locality","species_richness","gbif_records","latitude","longitude"
"Zanjón del Burro, Cali, Valle del Cauca","2","2","3.3641","-76.5402"
"Los Ceibos","2","2","3.619086","-76.18569"
"Sendero Ecológico Club Farallones","2","2","3.330633","-76.544655"
"Finca Renaser","2","2","3.597844","-76.559"
"Dagua - Cali, Valle del Cauca, CO (3,603, -76,646)","2","2","3.603343","-76.64649"
"Los Ceibos Tenerife","2","2","3.610394","-76.16566"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41208, -76.55372","2","2","3.412077","-76.55372"
"Sendero La Sierpe-Miramar","2","2","3.985737","-77.23985"
"Sendero La Viga - Tres potrillos","2","2","3.308584","-76.54175"
"Los Manguitos, Ginebra 3.76084, -76.23042","2","2","3.760838","-76.230415"
"Hotel Spiwak, Cali","2","2","3.475657","-76.52978"
"Sendero Orgánico(la Cumbre )","2","2","3.631912","-76.58335"
"Valle del Cauca, CO (3.594, -76.088)","2","2","3.593729","-76.08804"
"Sendero por el Gasoducto, El 40, Cisneros, Buenaventura, Valle del Cauca, CO (3.869, -76.832)","2","2","3.868746","-76.83177"
"Sendero Reserva Natural Hato Viejo","2","2","3.33107","-76.65511"
"Casa 6. Samanes. Calle 52A #118-140","2","2","3.352077","-76.51062"
"Vereda Santa Helena, Alto de la Virgen, finca Rosales","2","2","3.925861","-76.522583"
"Casa (3,656, -76,245)","2","2","3.656403","-76.24531"
"Los Tubos Chorreras De Perico, Valle del Cauca, CO (3.842, -76.793)","2","2","3.842476","-76.793106"
"Valle del Cauca, CO (3.592, -76.844)","2","2","3.592492","-76.84368"
"(3,2785,-76,5177)URBANIZACIÓN EL CASTILLO. CALI VALLE","2","2","3.278535","-76.51774"
"Sevilla, Bosques Carton de Colombia","2","2","4.216326","-75.88001"
"Sevilla, Valle del Cauca, CO (4,302, -75,894)","2","2","4.301878","-75.89397"
"Finca Guadalajara","2","2","3.218587","-76.58784"
"Shangri La","2","2","3.301875","-76.59853"
"763557, La Buitrera CO-Valle Del Cauca (3.4753,-76.1893)","2","2","3.47526","-76.18926"
"Valle del Cauca, CO (3.592, -76.838)","2","2","3.592061","-76.83799"
"Sobelo Papá,Sevilla, Valle del Cauca, CO (4.26, -75.911)","2","2","4.259945","-75.91142"
"Estación Zigia ICESI Vereda El Pato Corregimiento La Leonera - (3.442, -76.663)","2","2","3.454472","-76.661354"
"Bosques Del Samán-Alcalá","2","2","4.660381","-75.738655"
"cartago","2","2","4.747052","-75.91076"
"Carretera Voragine-Pueblo Pance","2","2","3.326132","-76.621284"
"Taparal","2","2","3.7725","-77.0929"
"Antigua via Buenaventura- Anchicayá","2","2","3.526778","-76.72004"
"Carretera Vía Al Queremal Bajo , CO (3.602, -76.854)","2","2","3.602053","-76.853806"
"Avenida 5B 58N-100–58N-2, Cali CO-Valle Del Cauca (3,4912,-76,5211)","2","2","3.491202","-76.52109"
"Buenaventura (valle de Anchicayá)","2","2","3.755","-76.979"
"Vereda Pinares, Finca El palcer, Punto de censo 6","2","2","4.687222","-75.930833"
"Madreviejas Videles-Valle del Cauca-Guacarí - 3.775x-76.387 - feb. 18, 2017 6:47 AM","2","2","3.775341","-76.38681"
"Valle del Cauca, CO (3.589, -76.591)","2","2","3.588871","-76.59087"
"Calle 2 54-2–54-84, Cali CO-Valle Del Cauca 3.41219, -76.55379","2","2","3.412186","-76.55379"
"Tenjo-Los Tambos","2","2","3.543428","-76.13905"
"Tequendama","2","2","3.743205","-76.08108"
"Vereda Pinares, Finca El palcer, Punto de censo 5","2","2","4.781944","-75.954722"
"Valle del Cauca, CO (3.582, -76.094)","2","2","3.581684","-76.09361"
"Carretera P.Samaria - San Isidro parte alta travesia Corregimiento Puerto Samaria","2","2","4.576896","-75.880135"
"Crucero Nogales, Finca La Chizca","2","2","3.919745","-76.129074"
"Finca Bella Vista, Valle del Cauca, CO (4,472, -76,22)","2","2","4.472127","-76.21977"
"Marconi","2","2","3.494843","-76.61635"
"Valle del Cauca, CO (3.577, -76.878)","2","2","3.576599","-76.87754"
"Valle del Cauca, CO (3.575, -76.878)","2","2","3.57476","-76.87775"
"Valle del Cauca, CO (3.56, -76.096)","2","2","3.560257","-76.09576"
"Transversal 8c, Vijes, Valle del Cauca, CO (3.703, -76.442)","2","2","3.703098","-76.44187"
"Valle del Cauca, CO (3.557, -76.889)","2","2","3.556553","-76.88931"
"Buenaventura Old Road","2","2","3.768674","-76.96838"
"Valle del Cauca, CO (3.557, -76.877)","2","2","3.557075","-76.87679"
"Valle del Cauca, CO (3.516, -76.591)","2","2","3.515864","-76.59144"
"Trujillo-Roldanillo, Valle del Cauca, CO (4,404, -76,197)","2","2","4.404011","-76.196655"
"763537, Palmira CO-Valle Del Cauca (3.5811,-76.4096)","2","2","3.581104","-76.4096"
"Alpes, Pichindé","2","2","3.437769","-76.619774"
"Tulu�","2","2","4.12225","-76.28778"
"estación zigia ICESI -vereda el pato corregimiento la leonera - (3.442, -76.663)","2","2","3.441697","-76.66256"
"El Pacífico Cairo , Valle del Cauca, CO (4,831, -76,181)","2","2","4.830877","-76.181015"
"Vía sin nombre, Atuncela, Valle del Cauca, CO (3.737, -76.676)","2","2","3.736687","-76.67552"
"Calle 5 1-160, Alcalá CO-Quindío 4.67463, -75.77615","2","2","4.674634","-75.776146"
"Media Dapa - Miravalle Dapa, Yumbo CO-Valle Del Cauca 3.55851, -76.53834","2","2","3.558505","-76.53834"
"Carretera a Murrapal - (3,575, -76,877)","2","2","3.574905","-76.877075"
"Media Dapa - Miravalle Dapa, Yumbo CO-Valle Del Cauca 3.55862, -76.53833","2","2","3.558622","-76.53832"
"Media Dapa - Miravalle Dapa, Yumbo CO-Valle Del Cauca 3.55868, -76.53828","2","2","3.558682","-76.538284"
"Valle del Cauca, CO (3.48, -76.184) Quebrada El Bolito","2","2","3.480188","-76.18364"
"Carrera 80, Cali CO-Valle Del Cauca 3.38572, -76.54264","2","2","3.385721","-76.54264"
"Carrera 80, Cali CO-Valle Del Cauca 3.38570, -76.54264","2","2","3.3857","-76.54264"
"Carrera 72 10A-100–10A-2, Cali CO-Valle Del Cauca 3.39229, -76.54164","2","2","3.392285","-76.54164"
"Finca El Vergel","2","2","3.635404","-76.07783"
"Mediacanoa-La Virginia, Valle del Cauca, CO (4.756, -75.994)","2","2","4.755986","-75.994"
"Valle del Cauca, CO (3.446, -76.629)","2","2","3.443232","-76.62895"
"Humedal de Siracusa","2","2","4.269207","-75.93057"
"Universidad Javeriana","2","2","3.345036","-76.53342"
"Universidad Santiago de Cali, Pampalinda","2","2","3.403109","-76.54778"
"Humedal El Cocal","2","2","3.815415","-76.382289"
"Carrera 18 48-1–48A-99, Palmira CO-Valle Del Cauca 3.54128, -76.29022","2","2","3.541284","-76.29022"
"3.87982_-76.34681","2","2","3.87982","-76.34681"
"Cortijo","2","2","3.361361","-76.52214"
"Unnamed Road, -dapa valle del Cauca","2","2","3.547993","-76.584816"
"Carrera 122, Cali, Valle del Cauca, CO (3.342, -76.548)","2","2","3.341864","-76.548"
"argelia - valle del cauca","2","2","4.726886","-76.12176"
"Valle del Cauca, CO (3.394, -76.613)","2","2","3.393556","-76.61263"
"Cañada Tenerife pueblo (3,7219,-76,0753)","2","2","3.721896","-76.075264"
"Unnamed Road, Valle del Cauca, CO (3,344, -76,554)","2","2","3.343982","-76.554016"
"Vereda Pinares, Finca El palcer, Punto de censo 15","2","2","4.784167","-75.933889"
"CANTARRANA El Dovio-Valle del Cauca, CO (4.468, -76.277)","2","2","4.46811","-76.27724"
"Unnamed Road, Valle del Cauca, CO (3,565, -76,569)","2","2","3.564775","-76.56914"
"Unnamed Road, Valle del Cauca, CO (3,601, -76,59)","2","2","3.600847","-76.590096"
"Mirador, El Danubio, cgto. Los Andes, Santiago de Cali","2","2","3.4154","-76.6571"
"Unnamed Road, Valle del Cauca, CO (3,673, -76,563)","2","2","3.672612","-76.563446"
"Finca Entre Ríos, Vereda Bolo Azul, Pradera","2","2","3.425065","-76.084206"
"Unnamed Road, Valle del Cauca, CO (3,748, -76,484)","2","2","3.748284","-76.48383"
"Unnamed Road, Valle del Cauca, CO (3.213, -76.671)","2","2","3.212972","-76.671486"
"#09 Calle 22 Bis Norte, Cali, Valle del Cauca, CO (3.465, -76.534)","2","2","3.464724","-76.534225"
"Finca El Diamante, Vereda El Diamante, Buga","2","2","3.906379","-76.17927"
"Valle del Cauca, CO (3.363, -76.618)","2","2","3.362966","-76.61786"
"Unnamed Road, Valle del Cauca, CO (3.259, -76.594)","2","2","3.259399","-76.59385"
"Campus de Melendez, Universidad del Valle, Cali, Valle del Cauca","2","2","3.377442","-76.53225"
"Unnamed Road, Valle del Cauca, CO (3.39, -76.61)","2","2","3.390397","-76.60968"
"Unnamed Road, Valle del Cauca, CO (3.435, -76.602)","2","2","3.435258","-76.60181"
"Campoalegre, RN Río Bravo","2","2","3.898936","-76.61252"
"Finca Santa Rosa","2","2","4.064021","-76.11046"
"Unnamed Road, Valle del Cauca, CO (3.521, -76.528)","2","2","3.521142","-76.528206"
"Valle del Cauca, CO (3.306, -76.594)","2","2","3.30592","-76.59361"
"Vía Panorama 100, Zarzal CO-Valle Del Cauca 4.52958, -76.08709","2","2","4.529578","-76.08709"
"Valle del Cauca, CO (3.245, -76.656)","2","2","3.245015","-76.656006"
"Unnamed Road, Valle del Cauca, CO (3.54, -76.604)","2","2","3.539618","-76.60449"
"Valle del Cauca, CO (3,966, -77,378)","2","2","3.96594","-77.37824"
"Unnamed Road, Valle del Cauca, CO (3.545, -76.601)","2","2","3.545017","-76.60073"
"Campamento Chancos, desembocadura río Chancos al Calima","2","2","4.056621","-77.027161"
"Buenaventura, Valle del Cauca, CO (3,526, -76,733)","2","2","3.526411","-76.73283"
"Mr. Cabal,Guadalajara de Buga, Valle del Cauca, CO (3.879, -76.295)","2","2","3.879281","-76.2949"
"Corregimiento Cascarillo, Hacienda La Suiza","2","2","4.39938","-76.16798"
"Valle del Cauca, CO (3,94, -76,344) Reserva Natural Chimbilaco","2","2","3.940226","-76.344444"
"Campamento 1 Camino Cerro Calima","2","2","4.05343","-76.48351"
"Camino(trocha)Saladito-San Antonio bajo.","2","2","3.482829","-76.60977"
"Corregimiento Campo Alegre, finca Charco de Oro","2","2","4.183333","-76.233333"
"Camino Principal","2","2","4.749308","-76.290585"
"Multicentro unidad 18_19","2","2","3.388276","-76.532234"
"Humedal San Antonio","2","2","4.23041","-76.2303"
"Unnamed Road, Valle del Cauca, CO (3.629, -76.225)","2","2","3.629215","-76.22468"
"Unnamed Road, Valle del Cauca, CO (3.632, -76.583)","2","2","3.631628","-76.58326"
"Camino de las Hadas- (3.569, -76.571)","2","2","3.569216","-76.570526"
"Unnamed Road, Valle del Cauca, CO (3.73, -76.685)","2","2","3.729897","-76.68473"
"Humedal Siracusa","2","2","4.268874","-75.93095"
"Valle del Cauca, CO (3,634, -76,578)","2","2","3.634292","-76.57817"
"Unnamed Road, Valle del Cauca, CO (3.882, -76.562)","2","2","3.881944","-76.562416"
"Humedal Siracusa, Sevilla, Valle del Cauca, Co","2","2","4.268999","-75.931984"
"Buenaventura, Valle del Cauca, CO (3,53, -76,747)","2","2","3.529701","-76.74703"
"3.54573_-76.59361","2","2","3.54573","-76.59361"
"Callejón Vallejo, Valle del Cauca, CO (3.376, -76.576)","2","2","3.376484","-76.57622"
"Valle del Cauca, CO (3,633, -76,478)","2","2","3.632988","-76.47808"
"Valle del Cauca, CO (3,629, -76,593)","2","2","3.629458","-76.59285"
"Nacimiento río Bitaco, Valle del Cauca, CO (3,572, -76,594)","2","2","3.57166","-76.593666"
"Unnamed Road, Valle del Cauca, CO (4,831, -76,184)","2","2","4.831469","-76.184425"
"Unnamed Road, Valle del Cauca, CO (4,841, -75,907)","2","2","4.841257","-75.90698"
"Humedal Timbique","2","2","3.469658","-76.3239"
"Unnamed Road, Valle del Cauca, CO (4,928, -76,076)","2","2","4.928057","-76.076"
"Humedal Videles","2","2","3.775681","-76.39245"
"Callejon Las Terrazas, La Buitrera, Cali, Valle del Cauca","2","2","3.394247","-76.57587"
"Buenaventura, Valle del Cauca, CO (3,531, -76,75)","2","2","3.530636","-76.749794"
"National Park Natural Farallones De Cali, Dagua CO-Valle Del Cauca 3.52673, -76.73373","2","2","3.526727","-76.73373"
"Callejón Cascabeles","2","2","3.376416","-76.56834"
"Unnamed Road, Valle del Cauca, CO (4.832, -76.185)","2","2","4.832387","-76.18459"
"Calle, El Queremal, Valle del Cauca, CO (3.523, -76.712)","2","2","3.522757","-76.7121"
"National Park Natural Farallones De Cali, Dagua CO-Valle del Cauca 3.52741, -76.74010","2","2","3.527415","-76.7401"
"Buenaventura, Valle del Cauca, CO (3,534, -76,754)","2","2","3.534468","-76.753624"
"Valle del Cauca, CO (3,6, -76,85)","2","2","3.599857","-76.85042"
"Escuela Veredal Manuel Maria Mallarino","2","2","4.214219","-76.31527"
"Humedales de Jamundí, Quinamayo","2","2","3.116296","-76.54931"
"Valle del Cauca (3,871, -76,341)","2","2","3.870927","-76.34125"
"Calle 73 28-100–28-2, Palmira CO-Valle Del Cauca (3.5596,-76.2887)","2","2","3.559606","-76.288734"
"El morro","2","2","4.049412","-77.19345"
"Zona Verde y Cancha Deportiva","2","2","3.48049","-76.509995"
"763517, Ginebra La Dennis CO-Valle Del Cauca (3.7551,-76.1491)","2","2","3.755147","-76.14913"
"Iglesia del Saladito","2","2","3.48222","-76.60724"
"Finca La Morena","2","2","4.326911","-75.816376"
"Via Medio Dapa, Vereda La Buitrera, Valle del Cauca, CO (3.561, -76.542)","2","2","3.560834","-76.542145"
"760032, Cali CO-Valle Del Cauca 3.35503, -76.55710","2","2","3.355034","-76.557106"
"Orquideorama Enrique Perez Arbelaer","2","2","3.479329","-76.51072"
"Finca La Morita (4.543, -76.12)","2","2","4.54282","-76.1202"
"Via Matapalo","2","2","3.726408","-76.25886"
"Vereda La Union, Finca San Fernando, Punto de censo 21","2","2","4.739444","-75.963056"
"Vereda La Union, Finca San Fernando, Punto de censo 2","2","2","4.741667","-75.981944"
"Valle del Cauca, CO (3,562, -77,297)","2","2","3.562068","-77.29677"
"Valle del Cauca, CO (3,567, -76,67)","2","2","3.566808","-76.67027"
"Finca Villa Sofía - Cerrito - Valle del Cauca - Colombia","2","2","3.716883","-76.31755"
"Vereda La Playa.","2","2","3.94625","-76.46361"
"Vereda La Maria Fca El Jasmin","2","2","4.380055","-76.26189"
"Finca La Araucana (est. loc.)","2","2","3.525515","-76.65201"
"Pance bajo","2","2","3.331099","-76.53385"
"Pance, Cali CO-Valle del Cauca 3.34546, -76.55168","2","2","3.345458","-76.55168"
"Jamundi, Valle del Cauca, CO (3.122, -76.603)","2","2","3.121726","-76.6028"
"Finca La Paloma Sevilla Valle","2","2","4.296269","-75.9065"
"Finca Belgica","2","2","4.095208","-75.82339"
"parafdi des colibris","2","2","3.539593","-76.60634"
"Avenida 9 Norte, Cali CO-Valle Del Cauca 3.45601, -76.53729","2","2","3.456005","-76.53729"
"89158 Calle 13, Cali, Valle del Cauca, CO (3.376, -76.538)","2","2","3.37599","-76.53782"
"Via La Marina, Valle del Cauca, CO (4.044, -76.109)","2","2","4.04367","-76.10913"
"Auto selected 3.34347, -76.54975","2","2","3.343473","-76.54974"
"Parcelaci�n El Lago","2","2","3.856889","-76.553276"
"Vía La Marina - Argelia","2","2","4.740578","-76.11687"
"3.52558_-76.61672","2","2","3.52558","-76.61672"
"760008, Santiago De Cali CO-Valle Del Cauca 3.40613, -76.59449","2","2","3.406127","-76.59449"
"3.48527_-76.62481","2","2","3.48527","-76.62481"
"Parcelación Océano Verde","2","2","3.242983","-76.59054"
"Parcelación San Fernando, Dagua","2","2","3.581611","-76.68088"
"Park, Cali, Valle del Cauca, CO (3.435, -76.525)","2","2","3.434799","-76.52525"
"El limonar","2","2","3.400466","-76.54469"
"Parque 3 de Julio, Cali, Valle del Cauca, CO (3,432, -76,54)","2","2","3.432004","-76.54019"
"Barrio La Flora, Cali, Valle del Cauca, CO (3.488, -76.52)","2","2","3.488441","-76.52004"
"Condado del Sur","2","2","3.253612","-76.55548"
"Parque Cartago","2","2","4.754874","-75.91658"
"Buenaventura, Valle del Cauca, CO (3.527, -76.722)","2","2","3.526709","-76.721725"
"3.4823 X -76.6063","2","2","3.48231","-76.60629"
"Vereda La Fonda","2","2","3.391852","-76.590645"
"Buenaventura, Valle del Cauca, CO (3.527, -76.74)","2","2","3.527029","-76.740265"
"Parque de La Guadua","2","2","4.066991","-76.19863"
"Alto Anchicaya--Doña Dona km1 hacia arriba","2","2","3.532189","-76.75061"
"3.45402_-76.54779","2","2","3.45402","-76.54779"
"El Guabal Cra 39 a 44 entre Calle 13 y 14 Cali, Valle del Cauca, CO (3.416, -76.528)","2","2","3.415545","-76.528175"
"Barrio Limonar, Cali","2","2","3.399629","-76.53899"
"Florida-Cali, Valle del Cauca, CO (3,359, -76,301)","2","2","3.358911","-76.30133"
"Parque de las Heliconias","2","2","4.312548","-75.87512"
"3.45309_-76.54672","2","2","3.45309","-76.54672"
"Parque De Las Heliconias, Valle del Cauca, CO (4.312, -75.875)","2","2","4.311788","-75.874825"
"Parque de las Mercedes","2","2","3.549695","-76.29212"
"Parque de Las Orquideas","2","2","3.479474","-76.51079"
"57-80 Carrera 23, Palmira, Valle del Cauca, CO (3.549, -76.286)","2","2","3.548532","-76.28644"
"Via el Rosario, Valle del Cauca, CO (3,381, -76,581)","2","2","3.381221","-76.5814"
"Barrio Paso Ancho","2","2","4.531362","-76.112434"
"Colombia@3.83,-76.89","2","2","3.834409","-76.892975"
"Parque Ecológico MiraValle","2","2","3.2589","-76.59377"
"Km 18 Cali - Dagua, Valle del Cauca, CO (3,518, -76,62)","2","2","3.51771","-76.62014"
"El Edén x el Castillo 763528, El Cerrito CO-Valle Del Cauca","2","2","3.68589","-76.17286"
"Embalse Calima - below the dam - my gps wp 74","2","2","3.88227","-76.56603"
"Colombia@3.61,-76.89","2","2","3.611912","-76.89418"
"Barrios María Eugenia-Bellavista-Polideportivo El Cristal","2","2","3.879326","-77.01632"
"Parque La Hacienda.","2","2","3.39504","-76.526726"
"Parque Lineal","2","2","3.45769","-76.52924"
"Parque Lineal , Cali, Valle del Cauca, CO (3.463, -76.52)","2","2","3.463368","-76.519936"
"Parque Lineal Río Cali","2","2","3.458771","-76.52786"
"3.397x-76.554 - 13 may. 2017 11:25 AM","2","2","3.397129","-76.55392"
"52 Avenida 4b Norte, Cali, Valle del Cauca, CO (3.488, -76.52)","2","2","3.488425","-76.52002"
"El Dorado, Yotoco","2","2","3.833768","-76.45285"
"acueducto San José de Pavas","2","2","3.66787","-76.57041"
"Batallon Pichincha","2","2","3.384769","-76.546"
"Colombia, Valle, Cali, Parque del Ingenio Calle 14 a 16 Carrera 83 (3.386, -76.531)","2","2","3.386276","-76.530655"
"Vereda LA ESTRELLA, predio LA ESTRELLA","2","2","4.726417","-76.110917"
"4d-44 Calle 54, Cali, Valle del Cauca, CO (3,464, -76,498)","2","2","3.464191","-76.49848"
"Finca La Reina, Punto de censo BS2.2","2","2","3.931611","-76.180667"
"Auto selected 3.34347, -76.54967","2","2","3.343469","-76.54967"
"Colombia, Cauca, Jamundí, Arrozales en Robles","2","2","3.144327","-76.59181"
"Parque natural regional El Vinculo","2","2","3.83699","-76.29959"
"Parque Natural Regional el Vínculo","2","2","3.835933","-76.292216"
"3,9324 X -77,3506","2","2","3.93245","-77.3506"
"Vereda La Estrella, Bosque del municipio, Punto de censo 3","2","2","4.817778","-76.172222"
"3,563x-76,407 - nov 23, 2016 12:47 p.m.","2","2","3.563486","-76.406715"
"Via Danubio - Buenaventura","2","2","3.609332","-76.893265"
"Vereda La Estrella, Bosque del municipio, Punto de censo 18","2","2","4.833611","-76.172222"
"4697 Calle 54, Cali, Valle del Cauca, CO (3.37, -76.509)","2","2","3.370272","-76.50908"
"Vereda La Estrella, Bosque del municipio, Punto de censo 17","2","2","4.817778","-76.172222"
"Parque San Bernabé, Bugalagrande, Valle del Cauca.","2","2","4.213413","-76.15715"
"Parque San Fernando","2","2","3.440112","-76.54604"
"Vereda La Estrella, Bosque del municipio, Punto de censo 15","2","2","4.812778","-76.202222"
"Vereda La Esperanza","2","2","3.478179","-76.63985"
"El Danubio - La Cascada via antigua a Buenaventura","2","2","3.61884","-76.88713"
"Galápagos - Del acueducto a la RN Buenavista","2","2","4.826862","-76.17921"
"Parque Villa Juliana, Cartago, Valle, Co","2","2","4.760967","-75.92488"
"La Aurora - Argelia Valle","2","2","4.725053","-76.15312"
"Parque Zoologico, Cali","2","2","3.454993","-76.53312"
"Parques alrededor de la flora","2","2","3.509445","-76.522736"
"Parte alta de San Jose de El Salado","2","2","3.563536","-76.72905"
"Galápagos - Del límite al Acueducto","2","2","4.831586","-76.18086"
"Paso de La Torre, Valle del Cauca, CO (3,62, -76,426)","2","2","3.620411","-76.42571"
"764007, Jamundí CO-Valle Del Cauca 3.27956, -76.62281","2","2","3.279564","-76.62281"
"3,5180 X -76,6200","2","2","3.51802","-76.61999"
"la banquita. hacia san antonio","2","2","3.492702","-76.613815"
"El Danubio - Buenaventura","2","2","3.616433","-76.88544"
"Alto Anchicaya - KM 52","2","2","3.52623","-76.73057"
